2025-09-24 11:30:03 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:03 | INFO | message={'message': 'I just loved a trick! It was boring.', 'author': 'Alice', 'timestamp': '2025-09-24 11:30:03', 'category': 'other', 'sentiment': 0.68, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-24 11:30:03 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:03 | INFO | Inserted one message into the database.
2025-09-24 11:30:08 | INFO | Called process_message() with:
2025-09-24 11:30:08 | INFO |    message={'message': 'I just found JavaScript! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:08', 'category': 'tech', 'sentiment': 0.85, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-24 11:30:08 | INFO | Processed message: {'message': 'I just found JavaScript! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:08', 'category': 'tech', 'sentiment': 0.85, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-24 11:30:08 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:08 | INFO | message={'message': 'I just found JavaScript! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:08', 'category': 'tech', 'sentiment': 0.85, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-24 11:30:08 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:08 | INFO | Inserted one message into the database.
2025-09-24 11:30:13 | INFO | Called process_message() with:
2025-09-24 11:30:13 | INFO |    message={'message': 'I just tried Python! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:13', 'category': 'tech', 'sentiment': 0.19, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-24 11:30:13 | INFO | Processed message: {'message': 'I just tried Python! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:13', 'category': 'tech', 'sentiment': 0.19, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-24 11:30:13 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:13 | INFO | message={'message': 'I just tried Python! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:13', 'category': 'tech', 'sentiment': 0.19, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-24 11:30:13 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:13 | INFO | Inserted one message into the database.
2025-09-24 11:30:18 | INFO | Called process_message() with:
2025-09-24 11:30:18 | INFO |    message={'message': 'I just tried a trick! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:18', 'category': 'other', 'sentiment': 0.72, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:30:18 | INFO | Processed message: {'message': 'I just tried a trick! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:18', 'category': 'other', 'sentiment': 0.72, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:30:18 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:18 | INFO | message={'message': 'I just tried a trick! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:18', 'category': 'other', 'sentiment': 0.72, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:30:18 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:18 | INFO | Inserted one message into the database.
2025-09-24 11:30:23 | INFO | Called process_message() with:
2025-09-24 11:30:23 | INFO |    message={'message': 'I just shared a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:23', 'category': 'other', 'sentiment': 0.49, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-24 11:30:23 | INFO | Processed message: {'message': 'I just shared a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:23', 'category': 'other', 'sentiment': 0.49, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-24 11:30:23 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:24 | INFO | message={'message': 'I just shared a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:23', 'category': 'other', 'sentiment': 0.49, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-24 11:30:24 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:24 | INFO | Inserted one message into the database.
2025-09-24 11:30:29 | INFO | Called process_message() with:
2025-09-24 11:30:29 | INFO |    message={'message': 'I just found JavaScript! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:28', 'category': 'tech', 'sentiment': 0.83, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-24 11:30:29 | INFO | Processed message: {'message': 'I just found JavaScript! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:28', 'category': 'tech', 'sentiment': 0.83, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-24 11:30:29 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:29 | INFO | message={'message': 'I just found JavaScript! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:28', 'category': 'tech', 'sentiment': 0.83, 'keyword_mentioned': 'JavaScript', 'message_length': 39}
2025-09-24 11:30:29 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:29 | INFO | Inserted one message into the database.
2025-09-24 11:30:34 | INFO | Called process_message() with:
2025-09-24 11:30:34 | INFO |    message={'message': 'I just shared a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-24 11:30:34', 'category': 'other', 'sentiment': 0.4, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-24 11:30:34 | INFO | Processed message: {'message': 'I just shared a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-24 11:30:34', 'category': 'other', 'sentiment': 0.4, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-24 11:30:34 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:34 | INFO | message={'message': 'I just shared a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-24 11:30:34', 'category': 'other', 'sentiment': 0.4, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-24 11:30:34 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:34 | INFO | Inserted one message into the database.
2025-09-24 11:30:39 | INFO | Called process_message() with:
2025-09-24 11:30:39 | INFO |    message={'message': 'I just saw an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-24 11:30:39', 'category': 'other', 'sentiment': 0.06, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-24 11:30:39 | INFO | Processed message: {'message': 'I just saw an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-24 11:30:39', 'category': 'other', 'sentiment': 0.06, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-24 11:30:39 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:39 | INFO | message={'message': 'I just saw an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-24 11:30:39', 'category': 'other', 'sentiment': 0.06, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-24 11:30:39 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:39 | INFO | Inserted one message into the database.
2025-09-24 11:30:44 | INFO | Called process_message() with:
2025-09-24 11:30:44 | INFO |    message={'message': 'I just tried a story! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:44', 'category': 'other', 'sentiment': 0.02, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-24 11:30:44 | INFO | Processed message: {'message': 'I just tried a story! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:44', 'category': 'other', 'sentiment': 0.02, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-24 11:30:44 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:44 | INFO | message={'message': 'I just tried a story! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:44', 'category': 'other', 'sentiment': 0.02, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-24 11:30:44 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:44 | INFO | Inserted one message into the database.
2025-09-24 11:30:49 | INFO | Called process_message() with:
2025-09-24 11:30:49 | INFO |    message={'message': 'I just shared a movie! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:30:49', 'category': 'entertainment', 'sentiment': 0.6, 'keyword_mentioned': 'movie', 'message_length': 39}
2025-09-24 11:30:49 | INFO | Processed message: {'message': 'I just shared a movie! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:30:49', 'category': 'entertainment', 'sentiment': 0.6, 'keyword_mentioned': 'movie', 'message_length': 39}
2025-09-24 11:30:49 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:49 | INFO | message={'message': 'I just shared a movie! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:30:49', 'category': 'entertainment', 'sentiment': 0.6, 'keyword_mentioned': 'movie', 'message_length': 39}
2025-09-24 11:30:49 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:49 | INFO | Inserted one message into the database.
2025-09-24 11:30:54 | INFO | Called process_message() with:
2025-09-24 11:30:54 | INFO |    message={'message': 'I just loved game! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:54', 'category': 'gaming', 'sentiment': 0.42, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-24 11:30:54 | INFO | Processed message: {'message': 'I just loved game! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:54', 'category': 'gaming', 'sentiment': 0.42, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-24 11:30:54 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:54 | INFO | message={'message': 'I just loved game! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:30:54', 'category': 'gaming', 'sentiment': 0.42, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-24 11:30:54 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:54 | INFO | Inserted one message into the database.
2025-09-24 11:30:59 | INFO | Called process_message() with:
2025-09-24 11:30:59 | INFO |    message={'message': 'I just tried travel! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:59', 'category': 'travel', 'sentiment': 0.92, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-24 11:30:59 | INFO | Processed message: {'message': 'I just tried travel! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:59', 'category': 'travel', 'sentiment': 0.92, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-24 11:30:59 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:30:59 | INFO | message={'message': 'I just tried travel! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:30:59', 'category': 'travel', 'sentiment': 0.92, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-24 11:30:59 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:30:59 | INFO | Inserted one message into the database.
2025-09-24 11:31:04 | INFO | Called process_message() with:
2025-09-24 11:31:04 | INFO |    message={'message': 'I just saw game! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:31:04', 'category': 'gaming', 'sentiment': 0.03, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-24 11:31:04 | INFO | Processed message: {'message': 'I just saw game! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:31:04', 'category': 'gaming', 'sentiment': 0.03, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-24 11:31:04 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:31:04 | INFO | message={'message': 'I just saw game! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-24 11:31:04', 'category': 'gaming', 'sentiment': 0.03, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-24 11:31:04 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:31:04 | INFO | Inserted one message into the database.
2025-09-24 11:31:09 | INFO | Called process_message() with:
2025-09-24 11:31:09 | INFO |    message={'message': 'I just saw game! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:09', 'category': 'gaming', 'sentiment': 0.16, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-24 11:31:09 | INFO | Processed message: {'message': 'I just saw game! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:09', 'category': 'gaming', 'sentiment': 0.16, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-24 11:31:09 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:31:09 | INFO | message={'message': 'I just saw game! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:09', 'category': 'gaming', 'sentiment': 0.16, 'keyword_mentioned': 'game', 'message_length': 33}
2025-09-24 11:31:09 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:31:09 | INFO | Inserted one message into the database.
2025-09-24 11:31:14 | INFO | Called process_message() with:
2025-09-24 11:31:14 | INFO |    message={'message': 'I just tried Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:14', 'category': 'tech', 'sentiment': 0.87, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-24 11:31:14 | INFO | Processed message: {'message': 'I just tried Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:14', 'category': 'tech', 'sentiment': 0.87, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-24 11:31:14 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:31:14 | INFO | message={'message': 'I just tried Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:14', 'category': 'tech', 'sentiment': 0.87, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-24 11:31:14 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:31:14 | INFO | Inserted one message into the database.
2025-09-24 11:31:19 | INFO | Called process_message() with:
2025-09-24 11:31:19 | INFO |    message={'message': 'I just loved recipe! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:19', 'category': 'food', 'sentiment': 0.24, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 11:31:19 | INFO | Processed message: {'message': 'I just loved recipe! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:19', 'category': 'food', 'sentiment': 0.24, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 11:31:19 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:31:19 | INFO | message={'message': 'I just loved recipe! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:19', 'category': 'food', 'sentiment': 0.24, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 11:31:19 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:31:19 | INFO | Inserted one message into the database.
2025-09-24 11:31:24 | INFO | Called process_message() with:
2025-09-24 11:31:24 | INFO |    message={'message': 'I just found a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:31:24', 'category': 'other', 'sentiment': 0.19, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:31:24 | INFO | Processed message: {'message': 'I just found a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:31:24', 'category': 'other', 'sentiment': 0.19, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:31:24 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:31:24 | INFO | message={'message': 'I just found a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:31:24', 'category': 'other', 'sentiment': 0.19, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-24 11:31:24 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:31:24 | INFO | Inserted one message into the database.
2025-09-24 11:31:29 | INFO | Called process_message() with:
2025-09-24 11:31:29 | INFO |    message={'message': 'I just saw recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:29', 'category': 'food', 'sentiment': 0.63, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 11:31:29 | INFO | Processed message: {'message': 'I just saw recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:29', 'category': 'food', 'sentiment': 0.63, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 11:31:29 | INFO | Calling SQLite insert_message() with:
2025-09-24 11:31:29 | INFO | message={'message': 'I just saw recipe! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-24 11:31:29', 'category': 'food', 'sentiment': 0.63, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-09-24 11:31:29 | INFO | db_path=PosixPath('/Users/USER/Projects/buzzline-05-wilcox/data/buzz.sqlite')
2025-09-24 11:31:29 | INFO | Inserted one message into the database.
2025-09-24 11:31:32 | INFO | Logging to file: logs/project_log.log
2025-09-24 11:31:32 | INFO | Log sanitization enabled, personal info removed
2025-09-24 11:31:32 | INFO | Starting DuckDB db testing.
2025-09-24 11:31:32 | INFO | Using DuckDB file at: data/buzz.duckdb
2025-09-24 11:31:32 | INFO | Calling DuckDB init_db() with {db_path=}.
2025-09-24 11:31:32 | INFO | SUCCESS: Connected to DuckDB.
2025-09-24 11:31:32 | ERROR | ERROR: Failed to initialize DuckDB at data/buzz.duckdb: Parser Error: syntax error at or near "GENERATED"

LINE 3:                 id BIGINT PRIMARY KEY GENERATED BY DEFAULT AS IDENTITY
                                              ^
2025-09-24 11:31:32 | INFO | Calling DuckDB insert_message() with:
2025-09-24 11:31:32 | INFO | message={'message': 'I just shared a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-01-29 14:35:20', 'category': 'humor', 'sentiment': 0.87, 'keyword_mentioned': 'meme', 'message_length': 42}
2025-09-24 11:31:32 | INFO | db_path=PosixPath('data/buzz.duckdb')
2025-09-24 11:31:33 | ERROR | ERROR: Failed to insert message into DuckDB: Catalog Error: Table with name streamed_messages does not exist!
Did you mean "sqlite_temp_master"?
2025-09-24 11:31:33 | ERROR | ERROR: Verification SELECT failed: Catalog Error: Table with name streamed_messages does not exist!
Did you mean "sqlite_temp_master"?

LINE 3:             FROM streamed_messages
                         ^
2025-09-24 11:31:33 | INFO | Finished DuckDB db testing.
2025-09-24 11:31:34 | INFO | Called process_message() with:
2025-09-24 11:31:34 | INFO |    message={'message': 'I just loved a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-24 11:31:34', 'category': 'other', 'sentiment': 0.06, 'keyword_mentioned': 'other', 'message_length': 37}
